,CountryName,CountryCode,RegionName,RegionCode,Jurisdiction,Date,C1_School closing,C1_Flag,C2_Workplace closing,C2_Flag,C3_Cancel public events,C3_Flag,C4_Restrictions on gatherings,C4_Flag,C5_Close public transport,C5_Flag,C6_Stay at home requirements,C6_Flag,C7_Restrictions on internal movement,C7_Flag,C8_International travel controls,E1_Income support,E1_Flag,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H1_Flag,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,H6_Facial Coverings,H6_Flag,H7_Vaccination policy,H7_Flag,M1_Wildcard,ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,StringencyLegacyIndex,StringencyLegacyIndexForDisplay,GovernmentResponseIndex,GovernmentResponseIndexForDisplay,ContainmentHealthIndex,ContainmentHealthIndexForDisplay,EconomicSupportIndex,EconomicSupportIndexForDisplay,GeoID
336,Aruba,ABW,,,NAT_TOTAL,2020-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4902.0,45.0,,26.85,,32.86,,35.56,,31.41,,62.5,Aruba
337,Aruba,ABW,,,NAT_TOTAL,2020-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4923.0,45.0,,26.85,,32.86,,35.56,,31.41,,62.5,Aruba
338,Aruba,ABW,,,NAT_TOTAL,2020-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4942.0,45.0,,26.85,,32.86,,35.56,,31.41,,62.5,Aruba
339,Aruba,ABW,,,NAT_TOTAL,2020-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4957.0,45.0,,26.85,,32.86,,35.56,,31.41,,62.5,Aruba
340,Aruba,ABW,,,NAT_TOTAL,2020-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4965.0,45.0,,26.85,,32.86,,35.56,,31.41,,62.5,Aruba
341,Aruba,ABW,,,NAT_TOTAL,2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4966.0,45.0,,26.85,,32.86,,35.56,,31.41,,62.5,Aruba
342,Aruba,ABW,,,NAT_TOTAL,2020-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.85,,32.86,,35.56,,31.41,,62.5,Aruba
663,Afghanistan,AFG,,,NAT_TOTAL,2020-11-16,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,3.0,,0.0,0.0,3.0,1.0,0.0,,,43468.0,1635.0,8.33,8.33,13.1,13.1,16.67,16.67,19.23,19.23,0.0,0.0,Afghanistan
664,Afghanistan,AFG,,,NAT_TOTAL,2020-11-17,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,3.0,,0.0,0.0,3.0,1.0,0.0,,,43681.0,1641.0,8.33,8.33,13.1,13.1,16.67,16.67,19.23,19.23,0.0,0.0,Afghanistan
665,Afghanistan,AFG,,,NAT_TOTAL,2020-11-18,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,3.0,,0.0,0.0,3.0,1.0,0.0,,,43924.0,1648.0,8.33,8.33,13.1,13.1,16.67,16.67,19.23,19.23,0.0,0.0,Afghanistan
666,Afghanistan,AFG,,,NAT_TOTAL,2020-11-19,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,3.0,,0.0,0.0,3.0,1.0,0.0,,,44177.0,1653.0,8.33,8.33,13.1,13.1,16.67,16.67,19.23,19.23,0.0,0.0,Afghanistan
667,Afghanistan,AFG,,,NAT_TOTAL,2020-11-20,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,3.0,,0.0,0.0,3.0,1.0,0.0,,,44363.0,1666.0,8.33,8.33,13.1,13.1,16.67,16.67,19.23,19.23,0.0,0.0,Afghanistan
668,Afghanistan,AFG,,,NAT_TOTAL,2020-11-21,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,,,44503.0,1678.0,8.33,8.33,13.1,13.1,20.0,20.0,23.08,23.08,0.0,0.0,Afghanistan
669,Afghanistan,AFG,,,NAT_TOTAL,2020-11-22,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,,,44706.0,1690.0,8.33,8.33,13.1,13.1,20.0,20.0,23.08,23.08,0.0,0.0,Afghanistan
670,Afghanistan,AFG,,,NAT_TOTAL,2020-11-23,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,,,44988.0,1702.0,8.33,8.33,13.1,13.1,20.0,20.0,23.08,23.08,0.0,0.0,Afghanistan
671,Afghanistan,AFG,,,NAT_TOTAL,2020-11-24,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,,,45174.0,1715.0,8.33,8.33,13.1,13.1,20.0,20.0,23.08,23.08,0.0,0.0,Afghanistan
672,Afghanistan,AFG,,,NAT_TOTAL,2020-11-25,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,,,45384.0,1728.0,8.33,8.33,13.1,13.1,20.0,20.0,23.08,23.08,0.0,0.0,Afghanistan
673,Afghanistan,AFG,,,NAT_TOTAL,2020-11-26,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,,,45600.0,1737.0,8.33,8.33,13.1,13.1,20.0,20.0,23.08,23.08,0.0,0.0,Afghanistan
674,Afghanistan,AFG,,,NAT_TOTAL,2020-11-27,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,,,45723.0,1740.0,8.33,8.33,13.1,13.1,20.0,20.0,23.08,23.08,0.0,0.0,Afghanistan
675,Afghanistan,AFG,,,NAT_TOTAL,2020-11-28,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,,,45844.0,1752.0,8.33,8.33,13.1,13.1,20.0,20.0,23.08,23.08,0.0,0.0,Afghanistan
676,Afghanistan,AFG,,,NAT_TOTAL,2020-11-29,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,,,46116.0,1774.0,8.33,8.33,13.1,13.1,20.0,20.0,23.08,23.08,0.0,0.0,Afghanistan
677,Afghanistan,AFG,,,NAT_TOTAL,2020-11-30,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,,,46274.0,1795.0,8.33,8.33,13.1,13.1,20.0,20.0,23.08,23.08,0.0,0.0,Afghanistan
678,Afghanistan,AFG,,,NAT_TOTAL,2020-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,46516.0,1822.0,,,,,,,,,,,Afghanistan
679,Afghanistan,AFG,,,NAT_TOTAL,2020-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,46718.0,1841.0,,8.33,,13.1,,20.0,,23.08,,0.0,Afghanistan
680,Afghanistan,AFG,,,NAT_TOTAL,2020-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,46837.0,1846.0,,8.33,,13.1,,20.0,,23.08,,0.0,Afghanistan
681,Afghanistan,AFG,,,NAT_TOTAL,2020-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,46837.0,1846.0,,8.33,,13.1,,20.0,,23.08,,0.0,Afghanistan
682,Afghanistan,AFG,,,NAT_TOTAL,2020-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,47072.0,1864.0,,8.33,,13.1,,20.0,,23.08,,0.0,Afghanistan
683,Afghanistan,AFG,,,NAT_TOTAL,2020-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,47306.0,1874.0,,8.33,,13.1,,20.0,,23.08,,0.0,Afghanistan
684,Afghanistan,AFG,,,NAT_TOTAL,2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,47516.0,1900.0,,8.33,,13.1,,20.0,,23.08,,0.0,Afghanistan
685,Afghanistan,AFG,,,NAT_TOTAL,2020-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.33,,13.1,,20.0,,23.08,,0.0,Afghanistan
1006,Angola,AGO,,,NAT_TOTAL,2020-11-16,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,4.0,0.0,,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,,,13615.0,324.0,60.19,60.19,73.81,73.81,51.11,51.11,55.13,55.13,25.0,25.0,Angola
1007,Angola,AGO,,,NAT_TOTAL,2020-11-17,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,4.0,0.0,,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,,,13818.0,328.0,60.19,60.19,73.81,73.81,51.11,51.11,55.13,55.13,25.0,25.0,Angola
1008,Angola,AGO,,,NAT_TOTAL,2020-11-18,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,4.0,0.0,,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,,,13922.0,332.0,58.8,58.8,73.81,73.81,50.28,50.28,54.17,54.17,25.0,25.0,Angola
1009,Angola,AGO,,,NAT_TOTAL,2020-11-19,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,4.0,0.0,,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,,,14134.0,333.0,58.8,58.8,73.81,73.81,50.28,50.28,54.17,54.17,25.0,25.0,Angola
1010,Angola,AGO,,,NAT_TOTAL,2020-11-20,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,4.0,0.0,,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,,,14267.0,334.0,58.8,58.8,73.81,73.81,50.28,50.28,54.17,54.17,25.0,25.0,Angola
1011,Angola,AGO,,,NAT_TOTAL,2020-11-21,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,4.0,0.0,,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,,,14413.0,336.0,58.8,58.8,73.81,73.81,50.28,50.28,54.17,54.17,25.0,25.0,Angola
1012,Angola,AGO,,,NAT_TOTAL,2020-11-22,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,4.0,0.0,,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,,,14493.0,337.0,58.8,58.8,73.81,73.81,50.28,50.28,54.17,54.17,25.0,25.0,Angola
1013,Angola,AGO,,,NAT_TOTAL,2020-11-23,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,,,14634.0,337.0,57.41,57.41,73.81,73.81,46.11,46.11,53.21,53.21,0.0,0.0,Angola
1014,Angola,AGO,,,NAT_TOTAL,2020-11-24,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,,,14742.0,338.0,57.41,57.41,73.81,73.81,46.11,46.11,53.21,53.21,0.0,0.0,Angola
1015,Angola,AGO,,,NAT_TOTAL,2020-11-25,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,,,14821.0,340.0,57.41,57.41,73.81,73.81,46.11,46.11,53.21,53.21,0.0,0.0,Angola
1016,Angola,AGO,,,NAT_TOTAL,2020-11-26,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,,,14920.0,341.0,57.41,57.41,73.81,73.81,46.11,46.11,53.21,53.21,0.0,0.0,Angola
1017,Angola,AGO,,,NAT_TOTAL,2020-11-27,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,,,15008.0,342.0,57.41,57.41,73.81,73.81,46.11,46.11,53.21,53.21,0.0,0.0,Angola
1018,Angola,AGO,,,NAT_TOTAL,2020-11-28,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,,,15087.0,345.0,57.41,57.41,73.81,73.81,46.11,46.11,53.21,53.21,0.0,0.0,Angola
1019,Angola,AGO,,,NAT_TOTAL,2020-11-29,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,,,15103.0,346.0,57.41,57.41,73.81,73.81,46.11,46.11,53.21,53.21,0.0,0.0,Angola
1020,Angola,AGO,,,NAT_TOTAL,2020-11-30,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,,,15139.0,348.0,57.41,57.41,73.81,73.81,46.11,46.11,53.21,53.21,0.0,0.0,Angola
1021,Angola,AGO,,,NAT_TOTAL,2020-12-01,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,,,15251.0,350.0,57.41,57.41,73.81,73.81,46.11,46.11,53.21,53.21,0.0,0.0,Angola
1022,Angola,AGO,,,NAT_TOTAL,2020-12-02,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,,,15319.0,351.0,57.41,57.41,73.81,73.81,46.11,46.11,53.21,53.21,0.0,0.0,Angola
1023,Angola,AGO,,,NAT_TOTAL,2020-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,15361.0,352.0,,57.41,,73.81,,46.11,,53.21,,0.0,Angola
1024,Angola,AGO,,,NAT_TOTAL,2020-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,15493.0,353.0,,57.41,,73.81,,46.11,,53.21,,0.0,Angola
1025,Angola,AGO,,,NAT_TOTAL,2020-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,15536.0,354.0,,57.41,,73.81,,46.11,,53.21,,0.0,Angola
1026,Angola,AGO,,,NAT_TOTAL,2020-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,15591.0,354.0,,57.41,,73.81,,46.11,,53.21,,0.0,Angola
1027,Angola,AGO,,,NAT_TOTAL,2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,15648.0,354.0,,57.41,,73.81,,46.11,,53.21,,0.0,Angola
1028,Angola,AGO,,,NAT_TOTAL,2020-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.41,,73.81,,46.11,,53.21,,0.0,Angola
1349,Albania,ALB,,,NAT_TOTAL,2020-11-16,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,0.0,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,4.0,1.0,0.0,,,28432.0,631.0,65.74,65.74,64.29,64.29,63.89,63.89,66.03,66.03,50.0,50.0,Albania
1350,Albania,ALB,,,NAT_TOTAL,2020-11-17,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,0.0,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,4.0,1.0,0.0,,,29126.0,637.0,65.74,65.74,64.29,64.29,63.89,63.89,66.03,66.03,50.0,50.0,Albania
1351,Albania,ALB,,,NAT_TOTAL,2020-11-18,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,0.0,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,4.0,1.0,0.0,,,29837.0,646.0,65.74,65.74,64.29,64.29,63.89,63.89,66.03,66.03,50.0,50.0,Albania
1352,Albania,ALB,,,NAT_TOTAL,2020-11-19,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,0.0,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,4.0,1.0,0.0,,,30623.0,657.0,65.74,65.74,64.29,64.29,63.89,63.89,66.03,66.03,50.0,50.0,Albania
1353,Albania,ALB,,,NAT_TOTAL,2020-11-20,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,0.0,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,4.0,1.0,0.0,,,31459.0,672.0,65.74,65.74,64.29,64.29,63.89,63.89,66.03,66.03,50.0,50.0,Albania
1354,Albania,ALB,,,NAT_TOTAL,2020-11-21,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,0.0,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,4.0,1.0,0.0,,,32196.0,685.0,65.74,65.74,64.29,64.29,63.89,63.89,66.03,66.03,50.0,50.0,Albania
1355,Albania,ALB,,,NAT_TOTAL,2020-11-22,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,0.0,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,4.0,1.0,0.0,,,32761.0,699.0,65.74,65.74,64.29,64.29,63.89,63.89,66.03,66.03,50.0,50.0,Albania
1356,Albania,ALB,,,NAT_TOTAL,2020-11-23,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,0.0,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,4.0,1.0,0.0,,,33556.0,716.0,65.74,65.74,64.29,64.29,63.89,63.89,66.03,66.03,50.0,50.0,Albania
1357,Albania,ALB,,,NAT_TOTAL,2020-11-24,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,0.0,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,4.0,1.0,0.0,,,34300.0,735.0,65.74,65.74,64.29,64.29,63.89,63.89,66.03,66.03,50.0,50.0,Albania
