CountryName,RegionName,Date,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings
Bangladesh,,2020-11-23,3,3,2,4,2,2,2,3,2,2,1,4
Bangladesh,,2020-11-24,3,3,2,4,2,2,2,3,2,2,1,4
Bangladesh,,2020-11-25,3,3,2,4,2,2,2,3,2,2,1,4
Bangladesh,,2020-11-26,3,3,2,4,2,2,2,3,2,2,1,4
Bangladesh,,2020-11-27,3,3,2,4,2,2,2,3,2,2,1,4
Bangladesh,,2020-11-28,3,3,2,4,2,2,2,3,2,2,1,4
Bangladesh,,2020-11-29,3,3,2,4,2,2,2,3,2,2,1,4
Bangladesh,,2020-11-30,3,3,2,4,2,2,2,3,2,2,1,4
Bangladesh,,2020-12-01,3,3,2,4,2,2,2,3,2,2,1,4
Bangladesh,,2020-12-02,3,3,2,4,2,2,2,3,2,2,1,4
Bangladesh,,2020-12-03,3,3,2,4,2,2,2,3,2,2,1,4
Bangladesh,,2020-12-04,3,3,2,4,2,2,2,3,2,2,1,4
Bangladesh,,2020-12-05,3,3,2,4,2,2,2,3,2,2,1,4
Bangladesh,,2020-12-06,,,,,,,,,,,,
Bangladesh,,2020-12-07,,,,,,,,,,,,
Bulgaria,,2020-11-16,2,2,1,3,0,0,0,3,2,1,2,3
Bulgaria,,2020-11-17,2,2,1,3,0,0,0,3,2,1,2,3
Bulgaria,,2020-11-18,2,2,1,3,0,0,0,3,2,1,2,3
Bulgaria,,2020-11-19,2,2,1,3,0,0,0,3,2,1,2,3
Bulgaria,,2020-11-20,2,2,1,3,0,0,0,3,2,1,2,3
Bulgaria,,2020-11-21,2,2,1,3,0,0,0,3,2,1,2,3
Bulgaria,,2020-11-22,2,2,1,3,0,0,0,3,2,1,2,3
Bulgaria,,2020-11-23,2,2,1,3,0,0,0,3,2,1,2,3
Bulgaria,,2020-11-24,2,2,1,3,0,0,0,3,2,1,2,3
Bulgaria,,2020-11-25,2,2,1,3,0,0,0,3,2,1,2,3
Bulgaria,,2020-11-26,2,2,1,3,0,0,0,3,2,1,2,3
Bulgaria,,2020-11-27,3,2,2,3,0,0,0,3,2,1,2,3
Bulgaria,,2020-11-28,3,2,2,3,0,0,0,3,2,1,2,3
Bulgaria,,2020-11-29,3,2,2,3,0,0,0,3,2,1,2,3
Bulgaria,,2020-11-30,3,2,2,3,0,0,0,3,2,1,2,3
Bulgaria,,2020-12-01,3,2,2,3,0,0,0,3,2,1,2,3
Bulgaria,,2020-12-02,3,2,2,3,0,0,0,3,2,1,2,3
Bulgaria,,2020-12-03,3,2,2,3,0,0,0,3,2,1,2,3
Bulgaria,,2020-12-04,3,2,2,3,0,0,0,3,2,1,2,3
Bulgaria,,2020-12-05,3,2,2,3,0,0,0,3,2,1,2,3
Bulgaria,,2020-12-06,3,2,2,3,0,0,0,3,2,1,2,3
Bulgaria,,2020-12-07,3,2,2,3,0,0,0,3,2,1,2,3
Bahrain,,2020-11-16,2,2,2,4,0,2,0,1,2,3,2,3
Bahrain,,2020-11-17,2,2,2,4,0,2,0,1,2,3,2,3
Bahrain,,2020-11-18,2,2,2,4,0,2,0,1,2,3,2,3
Bahrain,,2020-11-19,2,2,2,4,0,2,0,1,2,3,2,3
Bahrain,,2020-11-20,2,2,2,4,0,2,0,1,2,3,2,3
Bahrain,,2020-11-21,2,2,2,4,0,2,0,1,2,3,2,3
Bahrain,,2020-11-22,2,2,2,4,0,2,0,1,2,3,2,3
Bahrain,,2020-11-23,2,2,2,4,0,2,0,1,2,3,2,3
Bahrain,,2020-11-24,2,2,2,4,0,2,0,1,2,3,2,3
Bahrain,,2020-11-25,2,2,2,4,0,2,0,1,2,3,2,3
Bahrain,,2020-11-26,2,2,2,4,0,2,0,1,2,3,2,3
Bahrain,,2020-11-27,2,2,2,4,0,2,0,1,2,3,2,3
Bahrain,,2020-11-28,2,2,2,4,0,2,0,1,2,3,2,3
Bahrain,,2020-11-29,2,2,2,4,0,2,0,1,2,3,2,3
Bahrain,,2020-11-30,2,2,2,4,0,2,0,1,2,3,2,3
Bahrain,,2020-12-01,2,2,2,4,0,2,0,1,2,3,2,3
Bahrain,,2020-12-02,2,2,2,4,0,2,0,1,2,3,2,3
Bahrain,,2020-12-03,2,2,2,4,0,2,0,1,2,3,2,3
Bahrain,,2020-12-04,2,2,2,4,0,2,0,1,2,3,2,3
Bahrain,,2020-12-05,2,2,2,4,0,2,0,1,2,3,2,3
Bahrain,,2020-12-06,2,2,2,4,0,2,0,1,2,3,2,3
Bahrain,,2020-12-07,2,2,2,4,0,2,0,1,2,3,2,3
Bahamas,,2020-11-16,,,,,,,2,1,2,1,2,3
Bahamas,,2020-11-17,,,,,,,,,,1,2,
Bahamas,,2020-11-18,,,,,,,,,,1,2,
Bahamas,,2020-11-19,,,,,,,,,,1,2,
Bahamas,,2020-11-20,,,,,,,,,,1,2,
Bahamas,,2020-11-21,,,,,,,,,,1,2,
Bahamas,,2020-11-22,,,,,,,,,,1,2,
Bahamas,,2020-11-23,,,,,,,,,,1,2,
Bahamas,,2020-11-24,,,,,,,,,,,,
